"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"gene_name"	"gene_biotype"	"seq_coord_system"	"symbol"	"entrezid"
"ENSG00000229292"	"chr19"	55769140	55769141	2	"+"	"ENSG00000229292"	"RFPL4AL1"	"protein_coding"	"chromosome"	"RFPL4AL1"	729974
"ENSG00000179873"	"chr19"	55836800	55836801	2	"-"	"ENSG00000179873"	"NLRP11"	"protein_coding"	"chromosome"	"NLRP11"	204801
"ENSG00000160505"	"chr19"	55836577	55836578	2	"+"	"ENSG00000160505"	"NLRP4"	"protein_coding"	"chromosome"	"NLRP4"	147945
"ENSG00000173572"	"chr19"	55932336	55932337	2	"-"	"ENSG00000173572"	"NLRP13"	"protein_coding"	"chromosome"	"NLRP13"	126204
"ENSG00000179709"	"chr19"	55947831	55947832	2	"+"	"ENSG00000179709"	"NLRP8"	"protein_coding"	"chromosome"	"NLRP8"	126205
"ENSG00000171487"	"chr19"	55999725	55999726	2	"+"	"ENSG00000171487"	"NLRP5"	"protein_coding"	"chromosome"	"NLRP5"	126206
"ENSG00000142409"	"chr19"	56121280	56121281	2	"-"	"ENSG00000142409"	"ZNF787"	"protein_coding"	"chromosome"	"ZNF787"	126208
"ENSG00000167685"	"chr19"	56132598	56132599	2	"+"	"ENSG00000167685"	"ZNF444"	"protein_coding"	"chromosome"	"ZNF444"	55311
"ENSG00000197487"	"chr19"	56176019	56176020	2	"+"	"ENSG00000197487"	"GALP"	"protein_coding"	"chromosome"	"GALP"	85569
"ENSG00000197213"	"chr19"	56197920	56197921	2	"-"	"ENSG00000197213"	"ZSCAN5B"	"protein_coding"	"chromosome"	"ZSCAN5B"	342933
"ENSG00000204532"	"chr19"	56202300	56202301	2	"+"	"ENSG00000204532"	"ZSCAN5C"	"protein_coding"	"chromosome"	"ZSCAN5C"	.
"ENSG00000131848"	"chr19"	56368383	56368384	2	"-"	"ENSG00000131848"	"ZSCAN5A"	"protein_coding"	"chromosome"	"ZSCAN5A"	79149
"ENSG00000267710"	"chr19"	56272768	56272769	2	"+"	"ENSG00000267710"	"AC006116.20"	"protein_coding"	"chromosome"	"AC006116.20"	.
"ENSG00000018869"	"chr19"	56393545	56393546	2	"-"	"ENSG00000018869"	"ZNF582"	"protein_coding"	"chromosome"	"ZNF582"	147948
"ENSG00000198440"	"chr19"	56397965	56397966	2	"+"	"ENSG00000198440"	"ZNF583"	"protein_coding"	"chromosome"	"ZNF583"	147949
"ENSG00000198046"	"chr19"	56478065	56478066	2	"-"	"ENSG00000198046"	"ZNF667"	"protein_coding"	"chromosome"	"ZNF667"	63934
"ENSG00000196263"	"chr19"	56507842	56507843	2	"+"	"ENSG00000196263"	"ZNF471"	"protein_coding"	"chromosome"	"ZNF471"	57573
"ENSG00000196867"	"chr19"	56538947	56538948	2	"+"	"ENSG00000196867"	"ZFP28"	"protein_coding"	"chromosome"	"ZFP28"	140612
"ENSG00000197016"	"chr19"	56567510	56567511	2	"+"	"ENSG00000197016"	"ZNF470"	"protein_coding"	"chromosome"	"ZNF470"	388566
"ENSG00000197951"	"chr19"	56595263	56595264	2	"+"	"ENSG00000197951"	"ZNF71"	"protein_coding"	"chromosome"	"ZNF71"	58491
"ENSG00000268182"	"chr19"	56643144	56643145	2	"+"	"ENSG00000268182"	"SMIM17"	"protein_coding"	"chromosome"	"SMIM17"	147670
"ENSG00000127903"	"chr19"	56671783	56671784	2	"-"	"ENSG00000127903"	"ZNF835"	"protein_coding"	"chromosome"	"ZNF835"	90485
"ENSG00000269699"	"chr19"	56840729	56840730	2	"-"	"ENSG00000269699"	"ZIM2"	"protein_coding"	"chromosome"	"ZIM2"	23619
"ENSG00000198300"	"chr19"	56840728	56840729	2	"-"	"ENSG00000198300"	"PEG3"	"protein_coding"	"chromosome"	"PEG3"	5178
"ENSG00000131864"	"chr19"	57119137	57119138	2	"+"	"ENSG00000131864"	"USP29"	"protein_coding"	"chromosome"	"USP29"	57663
"ENSG00000141946"	"chr19"	57145202	57145203	2	"-"	"ENSG00000141946"	"ZIM3"	"protein_coding"	"chromosome"	"ZIM3"	114026
"ENSG00000258873"	"chr19"	57167443	57167444	2	"-"	"ENSG00000258873"	"DUXA"	"protein_coding"	"chromosome"	"DUXA"	503835
"ENSG00000083844"	"chr19"	57191499	57191500	2	"+"	"ENSG00000083844"	"ZNF264"	"protein_coding"	"chromosome"	"ZNF264"	9422
"ENSG00000105146"	"chr19"	57230801	57230802	2	"+"	"ENSG00000105146"	"AURKC"	"protein_coding"	"chromosome"	"AURKC"	6795
"ENSG00000204524"	"chr19"	57240684	57240685	2	"+"	"ENSG00000204524"	"ZNF805"	"protein_coding"	"chromosome"	"ZNF805"	390980
"ENSG00000197714"	"chr19"	57280050	57280051	2	"+"	"ENSG00000197714"	"ZNF460"	"protein_coding"	"chromosome"	"ZNF460"	10794
"ENSG00000178229"	"chr19"	57320508	57320509	2	"+"	"ENSG00000178229"	"ZNF543"	"protein_coding"	"chromosome"	"ZNF543"	125919
"ENSG00000131845"	"chr19"	57351306	57351307	2	"+"	"ENSG00000131845"	"ZNF304"	"protein_coding"	"chromosome"	"ZNF304"	57343
"ENSG00000152433"	"chr19"	57363476	57363477	2	"+"	"ENSG00000152433"	"ZNF547"	"protein_coding"	"chromosome"	"ZNF547"	284306
"ENSG00000256060"	"chr19"	57363510	57363511	2	"+"	"ENSG00000256060"	"TRAPPC2B"	"protein_coding"	"chromosome"	"TRAPPC2B"	.
"ENSG00000268133"	"chr19"	57363565	57363566	2	"+"	"ENSG00000268133"	"AC003002.4"	"protein_coding"	"chromosome"	"AC003002.4"	.
"ENSG00000188785"	"chr19"	57389849	57389850	2	"+"	"ENSG00000188785"	"ZNF548"	"protein_coding"	"chromosome"	"ZNF548"	147694
"ENSG00000269533"	"chr19"	57389883	57389884	2	"+"	"ENSG00000269533"	"AC003002.6"	"protein_coding"	"chromosome"	"AC003002.6"	.
"ENSG00000268533"	"chr19"	57394182	57394183	2	"+"	"ENSG00000268533"	"AC004076.7"	"protein_coding"	"chromosome"	"AC004076.7"	.
"ENSG00000186272"	"chr19"	57411162	57411163	2	"+"	"ENSG00000186272"	"ZNF17"	"protein_coding"	"chromosome"	"ZNF17"	7565
"ENSG00000186230"	"chr19"	57435328	57435329	2	"+"	"ENSG00000186230"	"ZNF749"	"protein_coding"	"chromosome"	"ZNF749"	388567
"ENSG00000268163"	"chr19"	57477536	57477537	2	"-"	"ENSG00000268163"	"AC004076.9"	"protein_coding"	"chromosome"	"AC004076.9"	.
"ENSG00000178201"	"chr19"	57457142	57457143	2	"-"	"ENSG00000178201"	"VN1R1"	"protein_coding"	"chromosome"	"VN1R1"	57191
"ENSG00000197128"	"chr19"	57477570	57477571	2	"-"	"ENSG00000197128"	"ZNF772"	"protein_coding"	"chromosome"	"ZNF772"	400720
"ENSG00000105136"	"chr19"	57487710	57487711	2	"+"	"ENSG00000105136"	"ZNF419"	"protein_coding"	"chromosome"	"ZNF419"	79744
"ENSG00000268107"	"chr19"	57487717	57487718	2	"+"	"ENSG00000268107"	"AC003005.4"	"protein_coding"	"chromosome"	"AC003005.4"	.
"ENSG00000152439"	"chr19"	57499914	57499915	2	"+"	"ENSG00000152439"	"ZNF773"	"protein_coding"	"chromosome"	"ZNF773"	374928
"ENSG00000121406"	"chr19"	57527324	57527325	2	"+"	"ENSG00000121406"	"ZNF549"	"protein_coding"	"chromosome"	"ZNF549"	256051
"ENSG00000251369"	"chr19"	57559863	57559864	2	"-"	"ENSG00000251369"	"ZNF550"	"protein_coding"	"chromosome"	"ZNF550"	162972
"ENSG00000083817"	"chr19"	57578927	57578928	2	"-"	"ENSG00000083817"	"ZNF416"	"protein_coding"	"chromosome"	"ZNF416"	55659
"ENSG00000171649"	"chr19"	57578455	57578456	2	"+"	"ENSG00000171649"	"ZIK1"	"protein_coding"	"chromosome"	"ZIK1"	284307
"ENSG00000183647"	"chr19"	57599884	57599885	2	"+"	"ENSG00000183647"	"ZNF530"	"protein_coding"	"chromosome"	"ZNF530"	348327
"ENSG00000213762"	"chr19"	57614232	57614233	2	"+"	"ENSG00000213762"	"ZNF134"	"protein_coding"	"chromosome"	"ZNF134"	7693
"ENSG00000121417"	"chr19"	57630394	57630395	2	"+"	"ENSG00000121417"	"ZNF211"	"protein_coding"	"chromosome"	"ZNF211"	10520
"ENSG00000180532"	"chr19"	57668934	57668935	2	"+"	"ENSG00000180532"	"ZSCAN4"	"protein_coding"	"chromosome"	"ZSCAN4"	201516
"ENSG00000204519"	"chr19"	57681968	57681969	2	"+"	"ENSG00000204519"	"ZNF551"	"protein_coding"	"chromosome"	"ZNF551"	90233
"ENSG00000269026"	"chr19"	57682044	57682045	2	"+"	"ENSG00000269026"	"AC003006.7"	"protein_coding"	"chromosome"	"AC003006.7"	.
"ENSG00000179909"	"chr19"	57709194	57709195	2	"-"	"ENSG00000179909"	"ZNF154"	"protein_coding"	"chromosome"	"ZNF154"	7710
"ENSG00000083814"	"chr19"	57727624	57727625	2	"-"	"ENSG00000083814"	"ZNF671"	"protein_coding"	"chromosome"	"ZNF671"	79891
"ENSG00000152443"	"chr19"	57746795	57746796	2	"+"	"ENSG00000152443"	"ZNF776"	"protein_coding"	"chromosome"	"ZNF776"	284309
"ENSG00000083828"	"chr19"	57769654	57769655	2	"+"	"ENSG00000083828"	"ZNF586"	"protein_coding"	"chromosome"	"ZNF586"	54807
"ENSG00000178935"	"chr19"	57814913	57814914	2	"-"	"ENSG00000178935"	"ZNF552"	"protein_coding"	"chromosome"	"ZNF552"	79818
"ENSG00000268750"	"chr19"	57819718	57819719	2	"+"	"ENSG00000268750"	"CTD-2583A14.10"	"protein_coding"	"chromosome"	"CTD-2583A14.10"	.
"ENSG00000269343"	"chr19"	57819740	57819741	2	"+"	"ENSG00000269343"	"ZNF587B"	"protein_coding"	"chromosome"	"ZNF587B"	100293516
"ENSG00000204514"	"chr19"	57889074	57889075	2	"-"	"ENSG00000204514"	"ZNF814"	"protein_coding"	"chromosome"	"ZNF814"	730051
"ENSG00000198466"	"chr19"	57849856	57849857	2	"+"	"ENSG00000198466"	"ZNF587"	"protein_coding"	"chromosome"	"ZNF587"	84914
"ENSG00000269476"	"chr19"	57916591	57916592	2	"-"	"ENSG00000269476"	"CTD-2583A14.9"	"protein_coding"	"chromosome"	"CTD-2583A14.9"	.
"ENSG00000173480"	"chr19"	57916610	57916611	2	"-"	"ENSG00000173480"	"ZNF417"	"protein_coding"	"chromosome"	"ZNF417"	147687
"ENSG00000196724"	"chr19"	57935393	57935394	2	"-"	"ENSG00000196724"	"ZNF418"	"protein_coding"	"chromosome"	"ZNF418"	147686
"ENSG00000152454"	"chr19"	57947675	57947676	2	"-"	"ENSG00000152454"	"ZNF256"	"protein_coding"	"chromosome"	"ZNF256"	10172
"ENSG00000177025"	"chr19"	57974534	57974535	2	"-"	"ENSG00000177025"	"C19orf18"	"protein_coding"	"chromosome"	"C19orf18"	147685
"ENSG00000166704"	"chr19"	58003349	58003350	2	"-"	"ENSG00000166704"	"ZNF606"	"protein_coding"	"chromosome"	"ZNF606"	80095
"ENSG00000152467"	"chr19"	58034031	58034032	2	"+"	"ENSG00000152467"	"ZSCAN1"	"protein_coding"	"chromosome"	"ZSCAN1"	284312
"ENSG00000176293"	"chr19"	58059238	58059239	2	"+"	"ENSG00000176293"	"ZNF135"	"protein_coding"	"chromosome"	"ZNF135"	7694
"ENSG00000121413"	"chr19"	58118427	58118428	2	"-"	"ENSG00000121413"	"ZSCAN18"	"protein_coding"	"chromosome"	"ZSCAN18"	65982
"ENSG00000181894"	"chr19"	58155110	58155111	2	"-"	"ENSG00000181894"	"ZNF329"	"protein_coding"	"chromosome"	"ZNF329"	79673
"ENSG00000171606"	"chr19"	58183028	58183029	2	"+"	"ENSG00000171606"	"ZNF274"	"protein_coding"	"chromosome"	"ZNF274"	10782
"ENSG00000198131"	"chr19"	58228593	58228594	2	"+"	"ENSG00000198131"	"ZNF544"	"protein_coding"	"chromosome"	"ZNF544"	27300
"ENSG00000283515"	"chr19"	58228913	58228914	2	"+"	"ENSG00000283515"	"CTD-3138B18.4"	"protein_coding"	"chromosome"	"CTD-3138B18.4"	.
"ENSG00000278129"	"chr19"	58278950	58278951	2	"+"	"ENSG00000278129"	"ZNF8"	"protein_coding"	"chromosome"	"ZNF8"	7554
"ENSG00000267216"	"chr19"	58278965	58278966	2	"+"	"ENSG00000267216"	"AC010642.1"	"protein_coding"	"chromosome"	"AC010642.1"	.
"ENSG00000142396"	"chr19"	58305318	58305319	2	"+"	"ENSG00000142396"	"ERVK3-1"	"protein_coding"	"chromosome"	"ERVK3-1"	.
"ENSG00000182318"	"chr19"	58327018	58327019	2	"+"	"ENSG00000182318"	"ZSCAN22"	"protein_coding"	"chromosome"	"ZSCAN22"	342945
"ENSG00000121410"	"chr19"	58353499	58353500	2	"-"	"ENSG00000121410"	"A1BG"	"protein_coding"	"chromosome"	"A1BG"	1
"ENSG00000174586"	"chr19"	58362848	58362849	2	"-"	"ENSG00000174586"	"ZNF497"	"protein_coding"	"chromosome"	"ZNF497"	162968
"ENSG00000152475"	"chr19"	58381060	58381061	2	"-"	"ENSG00000152475"	"ZNF837"	"protein_coding"	"chromosome"	"ZNF837"	116412
"ENSG00000083845"	"chr19"	58386399	58386400	2	"+"	"ENSG00000083845"	"RPS5"	"protein_coding"	"chromosome"	"RPS5"	6193
"ENSG00000269855"	"chr19"	58396089	58396090	2	"+"	"ENSG00000269855"	"RNF225"	"protein_coding"	"chromosome"	"RNF225"	646862
"ENSG00000171574"	"chr19"	58401503	58401504	2	"+"	"ENSG00000171574"	"ZNF584"	"protein_coding"	"chromosome"	"ZNF584"	201514
"ENSG00000131849"	"chr19"	58440222	58440223	2	"-"	"ENSG00000131849"	"ZNF132"	"protein_coding"	"chromosome"	"ZNF132"	7691
"ENSG00000249471"	"chr19"	58451603	58451604	2	"+"	"ENSG00000249471"	"ZNF324B"	"protein_coding"	"chromosome"	"ZNF324B"	388569
"ENSG00000083812"	"chr19"	58467044	58467045	2	"+"	"ENSG00000083812"	"ZNF324"	"protein_coding"	"chromosome"	"ZNF324"	25799
"ENSG00000083838"	"chr19"	58474016	58474017	2	"+"	"ENSG00000083838"	"ZNF446"	"protein_coding"	"chromosome"	"ZNF446"	55663
"ENSG00000083807"	"chr19"	58512413	58512414	2	"-"	"ENSG00000083807"	"SLC27A5"	"protein_coding"	"chromosome"	"SLC27A5"	10998
"ENSG00000119574"	"chr19"	58538911	58538912	2	"-"	"ENSG00000119574"	"ZBTB45"	"protein_coding"	"chromosome"	"ZBTB45"	84878
"ENSG00000130726"	"chr19"	58544090	58544091	2	"+"	"ENSG00000130726"	"TRIM28"	"protein_coding"	"chromosome"	"TRIM28"	10155
"ENSG00000130724"	"chr19"	58555124	58555125	2	"-"	"ENSG00000130724"	"CHMP2A"	"protein_coding"	"chromosome"	"CHMP2A"	27243
"ENSG00000130725"	"chr19"	58558960	58558961	2	"-"	"ENSG00000130725"	"UBE2M"	"protein_coding"	"chromosome"	"UBE2M"	9040
"ENSG00000099326"	"chr19"	58573575	58573576	2	"-"	"ENSG00000099326"	"MZF1"	"protein_coding"	"chromosome"	"MZF1"	7593
"ENSG00000184731"	"chr2"	46870	46871	2	"-"	"ENSG00000184731"	"FAM110C"	"protein_coding"	"chromosome"	"FAM110C"	642273
"ENSG00000035115"	"chr2"	266398	266399	2	"-"	"ENSG00000035115"	"SH3YL1"	"protein_coding"	"chromosome"	"SH3YL1"	26751
"ENSG00000143727"	"chr2"	264139	264140	2	"+"	"ENSG00000143727"	"ACP1"	"protein_coding"	"chromosome"	"ACP1"	52
"ENSG00000189292"	"chr2"	288851	288852	2	"-"	"ENSG00000189292"	"FAM150B"	"protein_coding"	"chromosome"	"FAM150B"	285016
"ENSG00000151353"	"chr2"	677439	677440	2	"-"	"ENSG00000151353"	"TMEM18"	"protein_coding"	"chromosome"	"TMEM18"	129787
"ENSG00000280360"	"chr2"	687798	687799	2	"+"	"ENSG00000280360"	"AC092159.1"	"protein_coding"	"chromosome"	"AC092159.1"	.
"ENSG00000172554"	"chr2"	950867	950868	2	"+"	"ENSG00000172554"	"SNTG2"	"protein_coding"	"chromosome"	"SNTG2"	54221
"ENSG00000115705"	"chr2"	1374222	1374223	2	"+"	"ENSG00000115705"	"TPO"	"protein_coding"	"chromosome"	"TPO"	7173
"ENSG00000130508"	"chr2"	1744852	1744853	2	"-"	"ENSG00000130508"	"PXDN"	"protein_coding"	"chromosome"	"PXDN"	7837
"ENSG00000186487"	"chr2"	2331260	2331261	2	"-"	"ENSG00000186487"	"MYT1L"	"protein_coding"	"chromosome"	"MYT1L"	23040
"ENSG00000032389"	"chr2"	3377882	3377883	2	"-"	"ENSG00000032389"	"TSSC1"	"protein_coding"	"chromosome"	"TSSC1"	7260
"ENSG00000171853"	"chr2"	3379674	3379675	2	"+"	"ENSG00000171853"	"TRAPPC12"	"protein_coding"	"chromosome"	"TRAPPC12"	51112
"ENSG00000182551"	"chr2"	3519736	3519737	2	"-"	"ENSG00000182551"	"ADI1"	"protein_coding"	"chromosome"	"ADI1"	55256
"ENSG00000255767"	"chr2"	3547957	3547958	2	"-"	"ENSG00000255767"	"RP13-512J5.1"	"protein_coding"	"chromosome"	"RP13-512J5.1"	.
"ENSG00000171865"	"chr2"	3558616	3558617	2	"-"	"ENSG00000171865"	"RNASEH1"	"protein_coding"	"chromosome"	"RNASEH1"	246243
"ENSG00000171863"	"chr2"	3575204	3575205	2	"+"	"ENSG00000171863"	"RPS7"	"protein_coding"	"chromosome"	"RPS7"	6201
"ENSG00000118004"	"chr2"	3594831	3594832	2	"+"	"ENSG00000118004"	"COLEC11"	"protein_coding"	"chromosome"	"COLEC11"	78989
"ENSG00000151360"	"chr2"	3658194	3658195	2	"+"	"ENSG00000151360"	"ALLC"	"protein_coding"	"chromosome"	"ALLC"	55821
"ENSG00000214866"	"chr2"	3703591	3703592	2	"+"	"ENSG00000214866"	"DCDC2C"	"protein_coding"	"chromosome"	"DCDC2C"	728597
"ENSG00000176887"	"chr2"	5692666	5692667	2	"+"	"ENSG00000176887"	"SOX11"	"protein_coding"	"chromosome"	"SOX11"	6664
"ENSG00000134326"	"chr2"	6866635	6866636	2	"-"	"ENSG00000134326"	"CMPK2"	"protein_coding"	"chromosome"	"CMPK2"	129607
"ENSG00000134321"	"chr2"	6865805	6865806	2	"+"	"ENSG00000134321"	"RSAD2"	"protein_coding"	"chromosome"	"RSAD2"	91543
"ENSG00000151692"	"chr2"	6917391	6917392	2	"+"	"ENSG00000151692"	"RNF144A"	"protein_coding"	"chromosome"	"RNF144A"	9781
"ENSG00000115738"	"chr2"	8678844	8678845	2	"+"	"ENSG00000115738"	"ID2"	"protein_coding"	"chromosome"	"ID2"	3398
"ENSG00000134313"	"chr2"	8837630	8837631	2	"-"	"ENSG00000134313"	"KIDINS220"	"protein_coding"	"chromosome"	"KIDINS220"	57498
"ENSG00000143797"	"chr2"	9003813	9003814	2	"-"	"ENSG00000143797"	"MBOAT2"	"protein_coding"	"chromosome"	"MBOAT2"	129642
"ENSG00000151693"	"chr2"	9206764	9206765	2	"+"	"ENSG00000151693"	"ASAP2"	"protein_coding"	"chromosome"	"ASAP2"	8853
"ENSG00000119185"	"chr2"	9423547	9423548	2	"-"	"ENSG00000119185"	"ITGB1BP1"	"protein_coding"	"chromosome"	"ITGB1BP1"	9270
"ENSG00000119203"	"chr2"	9423567	9423568	2	"+"	"ENSG00000119203"	"CPSF3"	"protein_coding"	"chromosome"	"CPSF3"	51692
"ENSG00000134330"	"chr2"	9473657	9473658	2	"+"	"ENSG00000134330"	"IAH1"	"protein_coding"	"chromosome"	"IAH1"	285148
"ENSG00000151694"	"chr2"	9555792	9555793	2	"-"	"ENSG00000151694"	"ADAM17"	"protein_coding"	"chromosome"	"ADAM17"	6868
"ENSG00000134308"	"chr2"	9631014	9631015	2	"-"	"ENSG00000134308"	"YWHAQ"	"protein_coding"	"chromosome"	"YWHAQ"	10971
"ENSG00000115750"	"chr2"	9843353	9843354	2	"+"	"ENSG00000115750"	"TAF1B"	"protein_coding"	"chromosome"	"TAF1B"	9014
"ENSG00000134317"	"chr2"	9951692	9951693	2	"+"	"ENSG00000134317"	"GRHL1"	"protein_coding"	"chromosome"	"GRHL1"	29841
"ENSG00000172059"	"chr2"	10042848	10042849	2	"+"	"ENSG00000172059"	"KLF11"	"protein_coding"	"chromosome"	"KLF11"	8462
"ENSG00000205795"	"chr2"	10080944	10080945	2	"-"	"ENSG00000205795"	"CYS1"	"protein_coding"	"chromosome"	"CYS1"	192668
"ENSG00000171848"	"chr2"	10122327	10122328	2	"+"	"ENSG00000171848"	"RRM2"	"protein_coding"	"chromosome"	"RRM2"	6241
"ENSG00000115756"	"chr2"	10302888	10302889	2	"+"	"ENSG00000115756"	"HPCAL1"	"protein_coding"	"chromosome"	"HPCAL1"	3241
"ENSG00000115758"	"chr2"	10448504	10448505	2	"-"	"ENSG00000115758"	"ODC1"	"protein_coding"	"chromosome"	"ODC1"	4953
"ENSG00000115761"	"chr2"	10689987	10689988	2	"-"	"ENSG00000115761"	"NOL10"	"protein_coding"	"chromosome"	"NOL10"	79954
"ENSG00000143882"	"chr2"	10721648	10721649	2	"+"	"ENSG00000143882"	"ATP6V1C2"	"protein_coding"	"chromosome"	"ATP6V1C2"	245973
"ENSG00000143870"	"chr2"	10837977	10837978	2	"-"	"ENSG00000143870"	"PDIA6"	"protein_coding"	"chromosome"	"PDIA6"	10130
"ENSG00000162975"	"chr2"	10911936	10911937	2	"+"	"ENSG00000162975"	"KCNF1"	"protein_coding"	"chromosome"	"KCNF1"	3754
"ENSG00000150873"	"chr2"	11133052	11133053	2	"+"	"ENSG00000150873"	"C2orf50"	"protein_coding"	"chromosome"	"C2orf50"	130813
"ENSG00000162976"	"chr2"	11155197	11155198	2	"+"	"ENSG00000162976"	"PQLC3"	"protein_coding"	"chromosome"	"PQLC3"	130814
"ENSG00000134318"	"chr2"	11348330	11348331	2	"-"	"ENSG00000134318"	"ROCK2"	"protein_coding"	"chromosome"	"ROCK2"	9475
"ENSG00000169016"	"chr2"	11466177	11466178	2	"-"	"ENSG00000169016"	"E2F6"	"protein_coding"	"chromosome"	"E2F6"	1876
"ENSG00000196208"	"chr2"	11482340	11482341	2	"+"	"ENSG00000196208"	"GREB1"	"protein_coding"	"chromosome"	"GREB1"	9687
"ENSG00000169006"	"chr2"	11670164	11670165	2	"-"	"ENSG00000169006"	"NTSR2"	"protein_coding"	"chromosome"	"NTSR2"	23620
"ENSG00000134324"	"chr2"	11677594	11677595	2	"+"	"ENSG00000134324"	"LPIN1"	"protein_coding"	"chromosome"	"LPIN1"	23175
"ENSG00000071575"	"chr2"	12716888	12716889	2	"+"	"ENSG00000071575"	"TRIB2"	"protein_coding"	"chromosome"	"TRIB2"	28951
"ENSG00000162981"	"chr2"	14632685	14632686	2	"+"	"ENSG00000162981"	"FAM84A"	"protein_coding"	"chromosome"	"FAM84A"	151354
"ENSG00000151779"	"chr2"	15561330	15561331	2	"-"	"ENSG00000151779"	"NBAS"	"protein_coding"	"chromosome"	"NBAS"	51594
"ENSG00000079785"	"chr2"	15591177	15591178	2	"+"	"ENSG00000079785"	"DDX1"	"protein_coding"	"chromosome"	"DDX1"	1653
"ENSG00000134323"	"chr2"	15940563	15940564	2	"+"	"ENSG00000134323"	"MYCN"	"protein_coding"	"chromosome"	"MYCN"	4613
"ENSG00000197872"	"chr2"	16666331	16666332	2	"-"	"ENSG00000197872"	"FAM49A"	"protein_coding"	"chromosome"	"FAM49A"	81553
"ENSG00000214842"	"chr2"	17518439	17518440	2	"-"	"ENSG00000214842"	"RAD51AP2"	"protein_coding"	"chromosome"	"RAD51AP2"	729475
"ENSG00000163032"	"chr2"	17539125	17539126	2	"+"	"ENSG00000163032"	"VSNL1"	"protein_coding"	"chromosome"	"VSNL1"	7447
"ENSG00000163029"	"chr2"	17800242	17800243	2	"-"	"ENSG00000163029"	"SMC6"	"protein_coding"	"chromosome"	"SMC6"	79677
"ENSG00000178295"	"chr2"	17753857	17753858	2	"+"	"ENSG00000178295"	"GEN1"	"protein_coding"	"chromosome"	"GEN1"	348654
"ENSG00000151379"	"chr2"	17816495	17816496	2	"+"	"ENSG00000151379"	"MSGN1"	"protein_coding"	"chromosome"	"MSGN1"	343930
"ENSG00000170745"	"chr2"	17877846	17877847	2	"+"	"ENSG00000170745"	"KCNS3"	"protein_coding"	"chromosome"	"KCNS3"	3790
"ENSG00000240857"	"chr2"	18560680	18560681	2	"-"	"ENSG00000240857"	"RDH14"	"protein_coding"	"chromosome"	"RDH14"	57665
"ENSG00000250741"	"chr2"	18589564	18589565	2	"-"	"ENSG00000250741"	"NT5C1B-RDH14"	"protein_coding"	"chromosome"	"NT5C1B-RDH14"	100526794
"ENSG00000185013"	"chr2"	18589572	18589573	2	"-"	"ENSG00000185013"	"NT5C1B"	"protein_coding"	"chromosome"	"NT5C1B"	93034
"ENSG00000143867"	"chr2"	19358653	19358654	2	"-"	"ENSG00000143867"	"OSR1"	"protein_coding"	"chromosome"	"OSR1"	130497
"ENSG00000183891"	"chr2"	19901986	19901987	2	"-"	"ENSG00000183891"	"TTC32"	"protein_coding"	"chromosome"	"TTC32"	130502
"ENSG00000118965"	"chr2"	19990131	19990132	2	"-"	"ENSG00000118965"	"WDR35"	"protein_coding"	"chromosome"	"WDR35"	57539
"ENSG00000132031"	"chr2"	20012694	20012695	2	"-"	"ENSG00000132031"	"MATN3"	"protein_coding"	"chromosome"	"MATN3"	4148
"ENSG00000068697"	"chr2"	20052028	20052029	2	"-"	"ENSG00000068697"	"LAPTM4A"	"protein_coding"	"chromosome"	"LAPTM4A"	9741
"ENSG00000115884"	"chr2"	20225433	20225434	2	"-"	"ENSG00000115884"	"SDC1"	"protein_coding"	"chromosome"	"SDC1"	6382
"ENSG00000055917"	"chr2"	20352234	20352235	2	"-"	"ENSG00000055917"	"PUM2"	"protein_coding"	"chromosome"	"PUM2"	23369
"ENSG00000143878"	"chr2"	20447073	20447074	2	"+"	"ENSG00000143878"	"RHOB"	"protein_coding"	"chromosome"	"RHOB"	388
"ENSG00000118960"	"chr2"	20651089	20651090	2	"-"	"ENSG00000118960"	"HS1BP3"	"protein_coding"	"chromosome"	"HS1BP3"	64342
"ENSG00000143869"	"chr2"	20666663	20666664	2	"+"	"ENSG00000143869"	"GDF7"	"protein_coding"	"chromosome"	"GDF7"	151449
"ENSG00000118961"	"chr2"	20823130	20823131	2	"-"	"ENSG00000118961"	"LDAH"	"protein_coding"	"chromosome"	"LDAH"	60526
"ENSG00000084674"	"chr2"	21044073	21044074	2	"-"	"ENSG00000084674"	"APOB"	"protein_coding"	"chromosome"	"APOB"	338
"ENSG00000218819"	"chr2"	21123916	21123917	2	"+"	"ENSG00000218819"	"TDRD15"	"protein_coding"	"chromosome"	"TDRD15"	100129278
"ENSG00000119771"	"chr2"	23385216	23385217	2	"+"	"ENSG00000119771"	"KLHL29"	"protein_coding"	"chromosome"	"KLHL29"	114818
"ENSG00000119778"	"chr2"	23927114	23927115	2	"-"	"ENSG00000119778"	"ATAD2B"	"protein_coding"	"chromosome"	"ATAD2B"	54454
"ENSG00000173960"	"chr2"	23927284	23927285	2	"+"	"ENSG00000173960"	"UBXN2A"	"protein_coding"	"chromosome"	"UBXN2A"	165324
"ENSG00000205639"	"chr2"	24010080	24010081	2	"+"	"ENSG00000205639"	"MFSD2B"	"protein_coding"	"chromosome"	"MFSD2B"	388931
"ENSG00000163026"	"chr2"	24049575	24049576	2	"-"	"ENSG00000163026"	"WDCP"	"protein_coding"	"chromosome"	"WDCP"	80304
